framework,group,projeto,readability,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles,lifetime,lifetime per commit
Android,BOTTOM,googlesamples/android-Geofencing,0.019576633349061012,9,9,10,8,77,0,56,15,0,0,0,0,10,0,33,43,0,41,43,19,43,0,0,9,3,31,0,933,113,545,277,271,277,0,0,0,293,367,241,126,0,0,0,0,0,24,24,28,12,0,0,10,0,0,0,1,419,66,66,70,47,8,2021,69.6896551724138
Android,BOTTOM,googlesamples/android-google-accounts,0.24073445796966553,4,4,4,4,39,1,24,11,0,0,0,0,8,0,10,32,0,32,32,13,32,0,0,3,13,16,0,757,89,375,130,211,297,0,0,0,199,253,115,138,0,0,0,0,0,12,9,13,6,0,0,4,0,0,0,0,242,54,50,56,34,4,2063,171.91666666666666
Android,BOTTOM,googlesamples/android-GridViewPager,0.0020911480921010175,3,3,3,3,32,1,25,6,0,0,0,0,10,0,3,20,0,20,20,8,20,0,2,1,6,11,0,289,35,192,92,95,62,0,0,0,100,128,82,46,0,0,0,0,0,5,5,6,3,0,0,1,0,0,0,1,97,23,23,24,20,3,2021,72.17857142857143
Android,BOTTOM,googlesamples/android-HorizontalPaging,0.002498965011909604,2,2,2,2,18,0,8,9,0,0,0,0,5,0,1,14,0,14,14,3,14,0,0,0,2,12,0,276,33,110,54,43,133,0,0,0,54,74,46,28,0,0,0,0,0,5,3,5,2,0,0,1,0,0,0,2,87,18,16,18,14,2,2072,79.6923076923077
Android,BOTTOM,googlesamples/android-ImmersiveMode,9.793138120916079e-05,13,12,13,10,97,5,57,29,0,0,0,0,15,18,12,62,0,63,45,9,63,0,0,1,5,57,0,1089,142,450,186,215,497,0,0,0,226,319,172,147,0,0,0,0,0,29,24,29,10,0,0,8,0,0,0,14,554,84,79,84,62,11,2072,82.88
Android,BOTTOM,googlesamples/android-Interpolator,0.00010772451933007687,11,10,11,9,89,6,52,28,0,0,0,0,14,18,12,71,0,72,54,17,72,0,0,5,4,63,0,1222,163,524,223,256,535,0,0,0,278,376,212,164,0,0,0,0,0,27,22,27,9,0,0,8,0,0,0,12,552,94,89,94,71,10,2027,77.96153846153847
Android,BOTTOM,googlesamples/android-JumpingJack,0.0006444579310482367,5,5,5,5,35,0,29,5,0,0,0,0,10,3,7,34,0,34,31,18,34,0,0,6,3,25,0,523,77,293,132,129,155,0,0,0,157,208,121,87,0,0,0,0,0,9,9,10,5,0,0,3,0,0,0,1,232,48,47,50,34,5,2021,57.74285714285714
Android,BOTTOM,googlesamples/android-key-attestation,0,16,15,16,14,120,0,112,1,0,0,0,0,20,35,106,74,0,64,38,76,73,0,8,29,0,36,0,1755,158,1325,620,739,275,0,0,0,711,851,529,322,0,0,0,0,0,38,33,38,24,0,0,12,0,0,0,0,347,127,122,130,93,13,1238,58.95238095238095
Android,BOTTOM,googlesamples/android-LNotifications,0,5,4,5,4,34,0,26,5,0,0,0,0,13,3,3,48,0,42,45,40,48,0,4,9,1,34,0,760,88,443,213,216,229,0,0,0,221,282,165,117,0,0,0,0,0,15,11,16,4,0,0,6,0,0,0,0,218,68,62,70,48,4,2041,78.5
Android,BOTTOM,googlesamples/android-MediaEffects,9.793138120916079e-05,15,12,15,10,106,7,76,20,0,0,0,0,13,22,16,74,0,75,53,25,75,0,0,7,3,65,0,1363,191,728,253,418,444,0,0,0,406,520,227,293,0,0,0,0,0,56,28,56,12,0,0,12,0,0,0,12,444,132,104,133,76,11,2041,81.64
Android,BOTTOM,googlesamples/android-MediaRouter,0.00047195844030391206,22,21,24,16,130,3,102,20,0,0,0,0,68,23,45,311,0,337,314,118,337,0,6,50,15,266,0,4329,525,3086,936,1813,722,0,0,0,1484,2090,877,1213,0,0,0,0,0,76,70,82,27,0,0,23,0,0,0,16,491,596,587,646,324,17,2072,82.88
Android,BOTTOM,googlesamples/android-MidiScope,0.018841023984610468,50,49,54,31,303,2,242,55,0,0,0,0,45,10,61,160,0,166,156,87,166,0,4,14,2,146,0,2916,308,1732,677,935,909,0,0,0,862,1216,610,606,0,0,0,0,0,106,103,109,44,0,0,53,0,0,0,12,1209,318,312,324,179,28,1705,131.15384615384616
Android,BOTTOM,googlesamples/android-MidiSynth,0.014694969765259884,45,44,50,29,273,2,215,53,0,0,0,0,41,5,54,154,0,159,154,83,159,0,3,15,2,139,0,2669,283,1585,606,842,817,0,0,0,778,1107,550,557,0,0,0,0,0,99,96,104,40,0,0,48,0,0,0,7,1097,297,292,304,171,25,1705,131.15384615384616
Android,BOTTOM,googlesamples/android-PermissionRequest,8.286501486928991e-05,17,15,17,12,117,4,81,26,0,0,0,0,25,21,16,91,0,95,74,18,95,0,3,10,4,78,0,1623,201,828,320,429,596,0,0,0,428,584,297,287,0,0,0,0,0,42,34,42,21,0,0,15,0,0,0,12,638,148,139,151,106,13,1968,93.71428571428571
Android,BOTTOM,googlesamples/android-play-awareness,0,3,3,3,3,26,1,20,3,0,0,0,0,17,0,1,34,0,34,34,8,34,0,0,4,4,26,0,532,67,327,118,192,138,0,0,0,153,200,120,80,0,0,0,0,0,8,6,8,3,0,0,2,0,0,0,0,184,46,44,47,34,3,1420,355.0
Android,BOTTOM,googlesamples/android-Quiz,0.0013278698170324787,12,12,12,9,82,1,74,4,0,0,0,0,16,2,47,56,0,56,54,26,56,0,0,15,4,37,0,1237,130,883,424,503,225,0,0,0,523,647,389,258,0,0,0,0,0,23,23,24,14,0,0,10,0,0,0,0,359,105,105,109,62,8,2021,69.6896551724138
Android,BOTTOM,googlesamples/android-RecipeAssistant,0.00010357914392703346,19,18,19,13,113,4,87,18,0,0,0,0,19,24,30,87,0,88,64,31,88,0,2,9,6,71,0,1421,175,789,353,391,457,0,0,0,444,594,331,263,0,0,0,0,0,44,39,44,13,0,0,17,0,0,0,12,551,135,130,135,87,14,2021,72.17857142857143
Android,BOTTOM,googlesamples/android-RenderScriptIntrinsic,0.001195551361888647,3,3,3,3,36,2,27,6,0,0,0,0,8,0,0,25,0,25,25,18,25,0,1,7,5,12,0,527,73,329,131,207,125,0,0,0,213,256,133,123,0,0,0,0,0,7,5,7,3,0,0,2,0,0,0,1,144,42,38,42,25,3,2072,79.6923076923077
Android,BOTTOM,googlesamples/android-RuntimePermissionsWear,0.0011863682011608034,12,12,12,8,93,11,72,6,0,0,0,0,19,0,25,66,0,66,66,15,66,0,0,20,12,34,0,1558,290,956,347,578,312,0,0,0,489,644,310,334,0,0,0,0,0,26,26,26,12,0,0,13,0,0,0,3,222,142,142,146,70,8,1631,65.24
Android,BOTTOM,googlesamples/android-ShareActionProvider,0.0008430075831711292,4,4,4,4,37,1,21,12,0,0,0,0,6,1,3,25,0,25,24,9,25,0,1,1,2,21,0,468,75,228,102,108,166,0,0,0,120,157,91,66,0,0,0,0,0,12,10,12,6,0,0,4,0,0,0,2,187,35,33,35,27,4,1181,196.83333333333334
Android,BOTTOM,googlesamples/android-SkeletonWearableApp,0,2,2,2,2,14,0,12,0,0,0,0,0,6,1,6,17,0,17,16,6,17,0,0,2,1,14,0,244,31,173,92,77,40,0,0,0,104,127,80,47,0,0,0,0,0,3,3,4,2,0,0,1,0,0,0,0,46,18,18,19,17,2,2021,72.17857142857143
Android,BOTTOM,googlesamples/android-StorageClient,0.00010772451933007687,11,10,12,9,87,5,50,27,0,0,0,0,14,18,13,64,0,65,47,9,65,0,0,2,6,57,0,1141,143,494,208,239,506,0,0,0,256,354,192,162,0,0,0,0,0,26,21,27,9,0,0,9,0,0,0,13,526,91,86,93,64,10,2072,82.88
Android,BOTTOM,googlesamples/android-StorageProvider,0.00010772451933007687,12,11,12,9,92,5,55,26,0,0,0,0,14,22,19,79,0,80,58,7,80,0,0,16,3,61,0,1524,209,735,297,402,582,0,0,0,379,518,267,251,0,0,0,0,0,30,25,31,11,0,0,10,0,0,0,12,512,134,129,136,85,10,2072,76.74074074074075
Android,BOTTOM,googlesamples/android-SwipeRefreshLayoutBasic,8.286501486928991e-05,16,15,16,12,119,8,74,32,0,0,0,0,22,22,24,98,0,101,79,32,101,0,10,7,9,75,0,1868,263,957,474,540,649,0,0,0,445,603,321,282,0,0,0,0,0,39,34,42,14,0,0,15,0,0,0,12,649,147,142,154,100,13,2072,82.88
Android,BOTTOM,googlesamples/android-SynchronizedNotifications,0.00815977494438322,16,15,16,12,95,4,63,23,0,0,0,0,16,18,23,79,0,80,62,8,80,0,0,9,4,67,0,1355,162,664,300,304,533,0,0,0,318,447,260,187,0,0,0,0,0,38,31,38,12,0,0,12,0,0,0,14,620,122,115,122,79,13,2041,70.37931034482759
Android,BOTTOM,googlesamples/android-TensorFlowCloudMachineLearningEngineStylizer,0.002382048688429807,10,10,11,7,69,3,57,6,0,0,0,0,22,3,30,75,0,75,71,50,74,0,1,13,8,52,0,1548,218,929,355,545,402,0,0,0,520,660,343,317,0,0,0,0,0,26,22,33,14,0,0,11,0,0,0,0,371,136,132,145,84,7,987,493.5
Android,BOTTOM,googlesamples/android-Timer,0.001090503860420237,10,10,12,6,62,3,45,13,0,0,0,0,8,2,19,32,0,32,30,13,32,0,0,12,2,18,0,617,97,360,176,187,160,0,0,0,190,249,146,103,0,0,0,0,0,26,26,33,6,0,0,5,0,0,0,2,229,55,55,62,32,6,2021,72.17857142857143
Android,BOTTOM,googlesamples/android-WatchViewStub,0,1,1,1,1,8,0,7,0,0,0,0,0,3,0,0,5,0,5,5,4,5,0,0,0,0,5,0,85,10,56,28,22,19,0,0,0,32,41,25,16,0,0,0,0,0,3,3,3,1,0,0,1,0,0,0,0,34,7,7,8,5,1,2021,72.17857142857143
Android,BOTTOM,googlesamples/android-WclDemoSample,0.0001484486534276844,18,15,19,13,149,3,131,9,0,0,0,0,41,6,34,112,0,112,106,37,112,0,1,24,19,68,0,2089,240,1423,557,794,433,0,0,0,780,975,518,457,0,0,0,0,0,64,42,66,15,0,0,18,0,0,0,1,535,211,179,216,114,14,1645,548.3333333333334
Android,BOTTOM,googlesamples/android-WearAccessibilityApp,0.009104704855196884,35,34,35,31,408,41,297,57,0,0,0,0,86,7,14,146,0,148,141,72,148,0,2,8,23,115,0,3152,477,1816,792,935,879,0,0,0,950,1194,702,492,0,0,0,0,0,55,52,56,40,0,0,13,0,0,0,10,1585,186,182,187,155,33,869,96.55555555555556
Android,BOTTOM,googlesamples/android-WearCompanionLibrary,6.467497951234691e-05,23,23,23,17,158,2,128,25,0,0,0,0,79,16,85,303,0,343,329,109,345,0,56,40,14,235,0,5312,515,2964,1097,1536,1837,0,0,0,1386,2000,1022,978,0,0,0,0,0,64,64,72,30,0,0,26,0,0,0,15,915,539,538,561,332,20,1645,137.08333333333334
Android,BOTTOM,googlesamples/android-WearComplicationProvidersTestSuite,0.0017232932150363922,35,20,35,8,398,23,357,19,0,0,0,0,8,2,5,10,0,10,8,0,10,0,2,0,0,8,0,690,53,465,157,327,173,0,0,0,180,210,131,79,0,0,0,0,0,35,20,35,8,0,0,6,0,0,0,1,339,37,22,37,10,8,1084,98.54545454545455
Android,BOTTOM,googlesamples/android-WearDrawers,0,2,2,2,2,15,1,12,1,0,0,0,0,5,0,2,23,0,23,23,14,23,0,0,1,1,21,0,356,75,231,111,112,56,0,0,0,130,161,86,75,0,0,0,0,0,7,4,7,2,0,0,1,0,0,0,0,59,29,26,29,23,2,1448,90.5
Android,BOTTOM,googlesamples/android-WearHighBandwidthNetworking,0,1,1,1,1,15,2,13,0,0,0,0,0,6,0,12,18,0,18,18,11,18,0,1,6,1,10,0,347,60,234,66,157,53,0,0,0,137,167,65,102,0,0,0,0,0,7,4,7,1,0,0,2,0,0,0,0,23,34,29,34,18,1,1239,95.3076923076923
Android,BOTTOM,googlesamples/android-WearOAuth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,155.5
Android,BOTTOM,googlesamples/android-WearSpeakerSample,0,5,4,5,3,38,0,34,1,0,0,0,0,21,1,11,56,0,52,57,43,58,0,6,7,11,34,0,902,117,679,212,413,109,0,0,0,355,468,201,267,0,0,0,0,0,21,16,22,11,0,0,8,0,0,0,0,47,112,107,114,64,3,1630,85.78947368421052
Android,BOTTOM,googlesamples/android-WearStandaloneGoogleSignIn,0,2,2,2,2,13,0,12,1,0,0,0,0,5,0,2,22,0,22,22,5,22,0,0,3,6,13,0,298,34,200,76,99,64,0,0,0,99,134,65,69,0,0,0,0,0,6,6,6,2,0,0,3,0,0,0,0,99,33,33,38,22,2,1240,206.66666666666666
Android,BOTTOM,googlesamples/android-WearVerifyRemoteApp,0,3,3,3,2,30,5,22,1,0,0,0,0,10,0,17,26,0,26,26,9,26,0,0,8,8,10,0,578,121,374,143,228,86,0,0,0,192,242,118,124,0,0,0,0,0,9,8,10,2,0,0,3,0,0,0,0,47,46,44,47,26,2,1239,72.88235294117646
Android,BOTTOM,googlesamples/android-WifiRttScan,0,5,5,5,4,46,7,36,0,0,0,0,0,10,0,11,34,0,35,35,35,35,0,1,10,5,19,0,760,154,477,192,244,129,0,0,0,263,336,174,162,0,0,0,0,0,14,14,14,6,0,0,7,0,0,0,0,130,61,61,62,36,4,617,308.5
Android,BOTTOM,googlesamples/androidtv-daydream,0.014770083816704126,14,14,14,13,93,6,80,3,0,0,0,0,19,0,17,47,0,47,47,14,47,0,0,4,1,42,0,843,144,470,249,225,232,0,0,0,293,371,227,144,0,0,0,0,0,27,27,28,13,0,0,9,0,0,0,5,606,63,63,64,47,13,1813,453.25
Android,BOTTOM,googlesamples/androidtv-GameController,1.869791594799608e-05,22,21,25,14,195,7,123,54,0,0,0,0,13,24,173,173,0,173,149,90,173,0,0,31,11,131,0,3590,414,1922,659,1252,1261,0,0,0,1038,1394,647,747,0,0,0,0,0,72,67,74,25,0,0,30,0,0,0,1,739,331,326,350,192,12,2181,218.1
Android,BOTTOM,googlesamples/androidtv-VisualGameController,0,8,8,8,5,69,3,51,12,0,0,0,0,14,1,12,54,0,55,58,96,59,0,2,9,9,39,0,1388,134,855,315,494,399,0,0,0,384,515,226,289,0,0,0,0,0,40,40,42,7,0,0,9,0,0,0,2,240,128,128,136,64,5,2153,717.6666666666666
Android,BOTTOM,googlesamples/attendee-checkin,0.01346258250479069,66,63,68,48,359,1,319,32,0,0,0,0,93,27,87,387,0,397,372,165,399,0,11,50,20,318,0,6476,800,4405,1724,2332,1298,0,0,0,2289,3072,1549,1523,0,0,0,0,0,162,155,183,75,0,0,58,0,0,0,11,1873,740,720,789,438,45,1839,459.75
Android,BOTTOM,googlesamples/chromeos-android-draganddrop-demo,0.016062391456216574,6,4,6,5,44,8,31,5,0,0,0,0,5,0,0,6,0,6,6,1,6,0,0,0,1,5,0,267,58,150,73,86,60,0,0,0,97,115,66,49,0,0,0,0,0,15,10,16,13,0,0,4,0,0,0,2,112,18,13,19,16,3,864,72.0
Android,BOTTOM,googlesamples/identity-toolkit-android,0.09442270795504253,4,4,4,3,29,1,19,6,0,0,0,0,4,3,0,11,0,11,8,1,11,0,0,6,3,2,0,273,39,119,50,55,115,0,0,0,68,91,51,40,0,0,0,0,0,9,9,9,3,0,0,3,0,0,0,5,65,19,19,19,11,3,2118,68.3225806451613
Android,BOTTOM,googlesamples/leanback-assistant,0.0010814364033970324,21,21,22,17,152,6,124,16,0,0,0,0,28,10,31,131,0,135,125,55,135,0,4,18,10,103,0,1988,267,1275,525,648,459,0,0,0,587,771,437,334,0,0,0,0,0,34,34,36,20,0,0,14,0,0,0,6,675,163,163,165,135,17,980,140.0
Android,BOTTOM,googlesamples/leanback-homescreen-channels,0.0038976045001287607,34,29,35,22,216,4,181,24,0,0,0,0,64,32,62,217,0,221,189,106,221,0,62,32,16,111,0,3388,391,2438,1037,1325,602,0,0,0,1147,1586,879,707,0,0,0,0,0,85,77,88,27,0,0,36,0,0,0,3,719,373,365,389,227,22,960,80.0
